OldContractNumber,OldFileName,ContractTemplate,signDate,כתובת ספק,CostContractScope,SiteName,status,StartDate,ExpectedEndDate,CostCompMethod,PartyAContactNamePercent,אישור חוזה,contractVersion,ח.פ חברה,docCreator,כתובת חברה,מדד בגין/ידוע,CostIndexMode,CostBaseIndexDate,מספר ספק,DurationMonths,CostIndexPoints,סוג מדד,CostIndexType,סוג ספק,פירוט עלויות,פרק,recipient,otherSides,קישור לנספח,Municipality,customField1,customField2,customField3,customField4,customField5,customField6,customField7,customField8,שיוך לעיר,project,CostCurrency,supplierName,partyAName,WorkDescription,CostPaymentTerms,ItemType,Path,OldFolderName
CONT-10-1912,חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,,,252400,סביוני רעננה צפון,טיוטה,2020-01-01 00:00:00,,מחיר קבוע/פאושלי,,,0.5,,germank,,2,ידוע,2019-12-31 00:00:00,,,310.2382,9.00000000000000,מדד תשומות הבניה,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
א.ח. תכנון וייעוץ בהנדסת מים וביוב בע''מ
רח' המגשימים 6 פתח תקווה
513024430
",,רעננה,גוש 6578 חלקה 151,רע/708,גרמן קגנובסקי,ולי אנטונוב.,,,,,,הקמה 150 יח''ד ומסחר על גבי החניון תת קרקעי,"ש""ח",א.ח. תכנון וייעוץ בהנדסת מים וביוב בע''מ,,הקמה 150 יח''ד ומסחר,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-1984,חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,,,,מורדות ארנונה,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148     
","  א.ח. תכנון וייעוץ בהנדסת מים וביוב בע""מ
 רח' מגשימים 6, פתח תקווה
",,ירושלים,,,אבי ברטי לוי,ולי אנטולי,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ",,"א.ח. תכנון וייעוץ בהנדסת מים וביוב בע""מ","א.ח. תכנון וייעוץ בהנדסת מים וביוב בע""מ
",,,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2081,חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,2021-07-12 00:00:00,,163800,נתניה - מגרש 1409,טיוטה,2021-01-16 00:00:00,2023-12-19 22:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2021-01-15 00:00:00,,36,223.1145,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
איסר גולדיש מהנדסים יועצים בע""מ
עמינדב 23 תל אביב, 67898
",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,מקס מולצנובסקי,155,,,נתניה - מגרש 1409,"ש""ח","איסר גולדיש מהנדסים יועצים בע""מ",,תכנון אינסטלציה ותברואה,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2082,חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,2021-08-02 00:00:00,,,גבעת הכלניות,טיוטה,2021-01-21 00:00:00,,מחיר קבוע/פאושלי,100%,,0.8,,avic,,2,ידוע,2021-01-20 00:00:00,,60,223.1145,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
עדה ברונפמן מהנדסים בע""מ
רחוב היוזמה 3 , טירת הכרמל

",,קרית אתא,גוש 10255,כ/248,אבי כהן ,עדה ברונפמן,3,עדה ברונפמן,מגרשים 57-65,,,גבעת הכלניות ( שם זמני ),"ש""ח","עדה ברונפמן מהנדסים בע""מ","אפריקה ישראל מגורים בע""מ",,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-2175,חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,2022-04-17 00:00:00,,,נשר,אושר,2022-04-25 00:00:00,,מחיר קבוע/פאושלי,,,0.5,,avic,,1,בגין,2022-01-19 00:00:00,,,231.3849,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033
","
י.וינברג מהנדסים יועצים בע""מ
          קליבנוב 10 חיפה
",,נשר,חלקה 1 בגוש 11170 וכן חלק מחלקה 1 בגוש 11118,355-0359364 ( מכ/866 ),"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",יוסי ויינברג,5,יוסי ויינברג,,,,אגמי הכרמל ,"ש""ח","י.וינברג מהנדסים יועצים בע""מ",,יעוץ אינסטלציה וספרנקלרים בפרוקיט ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-2187,חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,,,503700,רמת שרת שלב ב,טיוטה,,,מחיר קבוע/פאושלי,50%,,,,kooksec,,2,,,,36,,,,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
תנובת הארץ וירושלים בע""מ
בנין שערי העיר יפו 213 ירושלים
513689976
",,ירושלים,,,אבי ברטי לוי,יגאל רזניקוב,,יגאל רזניקוב,,,,"פ.א פיתוח ובנייה בירושלים בע""מ","ש""ח","תנובת הארץ וירושלים בע""מ",,"תכנון ופיקוח עליון על פרויקט מגורים הכולל מסחר וחניונים הכולל 2 מגדלי מגורים בני 19 קומות כ""א בסך: 278 יח""ד ומסחר כ2000 מ""ר בקומת קרקע וחניון תת""ק של כ-22,300 מ""ר",45 יום,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2309,חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,,,,,טיוטה,,,,50%,,0.2,,kooksec,,,,,,,,,,,,,"ביתא רוטשילד בע""מ
              יוני נתניהו 1 ג' אור יהודה ת.ד 715
              515851194","סלע נהרי יועצים ומהנדסים בע""מ
              האשלג 22 חיפה
              510956998",,חיפה,,,,,,,,,,,,,"ביתא רוטשילד בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2370,חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,,,186000,אופיס אזור,טיוטה,,,מחיר קבוע/פאושלי,100%,,,,kooksec,,1,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
י. לבל מהנדסים יועצים בע""מ
רח' נחלת יצחק 32 ,תל אביב 
513359174
",,אזור,,,,,,,,,,מתחם אזור,"ש""ח","י. לבל מהנדסים יועצים בע""מ","אפריקה ישראל מגורים בע""מ","פרויקט מגורים בעירוב שימושים הכולל 443 יח""ד ב6",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/אופיס - אזור,אופיס - אזור
CONT-10-392,חוזה מתכנן אלומיניום.docx,מתכנן אלומניום,2018-05-31 00:00:00,,171400,סביוני גליל ים - מחיר למשתכן,טיוטה,2018-04-12 00:00:00,,מחיר קבוע/פאושלי,100,,0.8,,michak,,1,בגין,2018-04-11 00:00:00,,,222.2296,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
לנדמן אלומיניום בע""מ
הירקון 2 חיפה
",,הרצליה,"מתחם ד' – מגרשים 114, 115, 116,  המהווים חלקים מחלקות 17 ו-19, בגוש 6422 מתחם ה' – מגרשים 117, 118, המהווים חלקים מחלקות 17 ו-19, בגוש 6422","הר/מק/1985 ב', תכנית מס'  504-0251637",מיכה קורצברד,מוטי לנדמן,20,מוטי לנדמן,,,,גליל ים - מחיר למשתכן,"ש""ח","לנדמן אלומיניום בע""מ","אפריקה ישראל מגורים בע""מ",תכנון אלומיניום,60 יום,Item,sites/Contracts/ProjectContractLibrary/גליל ים מחיר למשתכן,גליל ים מחיר למשתכן
CONT-10-1883,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,2019-02-12 00:00:00,,89700,נס ציונה מחיר למשתכן,טיוטה,2019-02-12 00:00:00,2022-10-23 23:00:00,מחיר קבוע/פאושלי,100,,,,kooksec,,2,,,,45,,,,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","
לנדמן אלומיניום בע""מ
הירקון 2 חיפה
512245192
",,נס ציונה,,,,,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח","לנדמן אלומיניום בע""מ","א.מ ישראל מגורים יזמות בע""מ
","תכנון ופיקוח על ביצוע עבודות לביצוע מלבני האלומיניום הזכוכית, אריחי החיפוי המעקים וכו' עבור 216 יח""ד ב-6 מבנים, מגרשים: 30,31,32",שוטף + 30,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-1942,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,2017-12-01 00:00:00,,,"בית מפא""י",טיוטה,2017-12-01 00:00:00,2021-11-09 22:00:00,מחיר קבוע/פאושלי,100,,,,kooksec,,2,,,,48,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
לדמן אלומיניום בע""מ
הירקון 2 חיפה
512245192
",,ירושלים,,,,,,,,,,"אפריקה ישראל מגורים בע""מ","ש""ח","לדמן אלומיניום בע""מ",,יעוץ לתכנון מסגרות אלומיניום כללי ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/בית מפאי,בית מפאי
CONT-10-1969,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,,,155120,נרקיסים,טיוטה,,,מחיר קבוע/פאושלי,,,0.2,,germank,,,,,,,,,,,,,"
א.מ.ד.ס מחיר למשתכן
יהונתן נתניהו 1ג', אור יהודה
ש.ר 540274883
","
א.מ.ג תכנון יעוץ וניהול בע""מ
משה גושן 27 קרית מוצקין
ח.פ. 513282269
",,ראשון לציון,"4240,4241",413-0180570,יצחק מוגרבי,יצחק מוגרבי ,4,יצחק מוגרבי,מגרשים 4.5.6.7.8.9.29.30,,,נרקיסים ,"ש""ח","א.מ.ג תכנון יעוץ וניהול בע""מ",,הקמת 554 יח''ד בראשון לציון ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נרקיסים,נרקיסים
CONT-10-2147,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,2021-10-01 00:00:00,,76482,,טיוטה,2021-10-01 00:00:00,2025-01-12 20:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2021-09-15 00:00:00,,40,228.2551,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
גיל אורנן יועץ מעטפת הבנין ואלומיניום
תמר 64 גבעתיים
",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח",גיל אורנן יועץ מעטפת הבנין ואלומיניום,,תכנון אלומניום,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2193,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,2022-08-25 00:00:00,,,גבעת הכלניות,אושר,2022-08-21 00:00:00,,מחיר קבוע/פאושלי,100,,0.5,,avic,,2,ידוע,2022-06-15 00:00:00,,,235.8561,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
לנדמן אלומיניום בע""מ
איילון 3    ,  חיפה  מ. 3436603
",,קרית אתא,10255       ,כ/248,אבי כהן מאפריקה ישראל מגורים,מוטי לנדמן ו/או אלדד גרנות ,5,מוטי לנדמן,מגרשים 57-65,,,גבעת הכלניות ( טרם ניתן שם לפרויקט ),"ש""ח","לנדמן אלומיניום בע""מ","אפריקה ישראל מגורים בע""מ ",תכנון ויעוץ אלומניום בפרויקט ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-2194,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,2022-10-23 00:00:00,,,,אושר,2022-09-14 00:00:00,,מחיר קבוע/פאושלי,,,0.6,,avic,,2,ידוע,2022-07-20 00:00:00,,,239.4331,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033
","
לנדמן אלומיניום בע""מ
איילון 3 ,  חיפה
",,נשר,11168-11170,מכ/886   355-0359364,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",מוטי לנדמן ו/או אלדד גרנות  ,5,מוטי לנדמן ו/או אלדד גרנות ,"1 בגוש 11168  וחל' 4 בגוש 11169  וח' 1,3 בגוש 11170",,,אגמי הכרמל ,"ש""ח","לנדמן אלומיניום בע""מ",,תכנון ויעוץ אלומניום בפרויקט ,שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-2317,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,,,,,טיוטה,,,,50%,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
515851194
","
פרל סיסטם  ושות'
חטיבת גבעתי 7/10 רעננה
059153478
",,חיפה,,,,,,,,,,,,פרל סיסטם  ושות',,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2359,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,,,,רמת שרת שלב ב,טיוטה,,,מחיר קבוע/פאושלי,,,,,kooksec,,2,,,,24,,5.00000000000000,מדד המחירים לצרכן,,,,"פ.א פיתוח ובנייה בירושלים בע""מ
              רח' יוני נתניהו 1 כ' אור יהודה ת.ד 715
              513958009","
לנדמן אלומיניום בע""מ
אילון 3 חיפה
512245192
",,ירושלים,,,,,,מוטי לנדמן,,,,"פ.א פיתוח ובנייה בירושלים בע""מ",,"לנדמן אלומיניום בע""מ",,"278 יח""ד  בשני מגדלים + קומת מסחר",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2436,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,,,80000,הכוזרי הרצליה,טיוטה,2024-08-20 01:00:00,2029-02-04 22:00:00,מחיר קבוע/פאושלי,50%,,0.2,,meryle,,1,בגין,2024-08-19 00:00:00,,48,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה התחדשות עירונית בע""מ

514639525

מצלאוי חברה לבנין בע""מ
דרך רפאל איתן 1, קרית אונו
512726712
","
א.מ.ג. תכנון יעוץ וניהול בע""מ
רח' נעמי שמר 7 בת ים 5959254

",,הרצליה,6538,504-0138628,מרול אטמן,איגור כצנלסון,,יצחק מוגרבי,420-423,,,הכוזרי,"ש""ח","א.מ.ג. תכנון יעוץ וניהול בע""מ",,,60 יום,Item,sites/Contracts/ProjectContractLibrary/הכוזרי - הרצליה,הכוזרי - הרצליה
CONT-10-2472,חוזה מתכנן אלומיניום.docx,מתכנן אלומיניום,,,,,טיוטה,,,מחיר קבוע/פאושלי,100,,,,kooksec,,1,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה התחדשות עירונית בע""מ
יוני נתניהו 1 ג' אור יהודה
514639525
","
פרלסיסטמס פתרונות מעטפת בניין בע""מ
חטיבת גבעתי 7/10 רעננה
515779502
",,תל אביב-יפו,,,,,,,,,,דרך השלום 71-75,"ש""ח","פרלסיסטמס פתרונות מעטפת בניין בע""מ","אפריקה התחדשות עירונית בע""מ","יעוץ, תכנון ופיקוח עבור 250 יח""ד+ מבנה ציבור - 800 מ""ר ושטחי פיתוח ",45 יום,Item,sites/Contracts/ProjectContractLibrary/דרך השלום - תא,דרך השלום - תא
CONT-10-2371,חוזה מתכנן חשמל ותקשור1.docx,מתכנן חשמל ותקשורת,,,175000,אופיס אזור,טיוטה,,,מחיר קבוע/פאושלי,100%,,,,kooksec,,1,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","ר. כהן ושות' מהנדסים יועצים לחשמל ואוטומציה בע""מ
דרך מנחם בגין 42 רמת גן
511304552
",,אזור,6001,554-0905372,,,,,"115,142, 140",מגרשים 201 ו-202,,מתחם אזור,"ש""ח","ר. כהן ושות' מהנדסים יועצים לחשמל ואוטומציה בע""מ",,"פרויקט מגורים בעירוב שימושים הכולל 443 יח""ד ב6",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/אופיס - אזור,אופיס - אזור
CONT-10-1968,חוזה מתכנן חשמל ותקשורת -29.10.2020 - ID1v1.DOCX,ן חשמל ותקשורת,2020-10-14 00:00:00,,,נשר,טיוטה,2019-12-12 00:00:00,2036-11-11 20:00:00,,,,0.5,,avic,,2,ידוע,2019-12-11 00:00:00,,200,224.6748,5.00000000000000,מדד המחירים לצרכן,,,,"אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033

","
          סער מהנדסים בע""מ
            התעשיה 51 נשר
",,נשר,11170 חל' 1 וגוש 11168 חלק מחל' 1 ,355-0359364 מכ/866,"אבי כהן מאפריקה ישראל מגורים בע""מ",סער פנקס ,5,סער פנקס ,"מתחם קרקע המצוי בעיר נשר והידוע כחלקה 1 בגוש 11165, חלקות 2, 4 ו- 5 בגוש 11166, חלקות 1 ו- 2 בגוש 11167 חלקה 1 בגוש 11168, חלקות 3 ו- 4 בגוש 11169 וחלקות 1 ו- 3 בגוש 11170.",,,פרוייקט נשר - ( שם זמני ) ,"ש""ח","  סער מהנדסים בע""מ ","אפריקה ישראל מגורים בע""מ  ,  כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת , ","יעוץ ותכנון חשמל תקשורת וכו במגרשים לבנייני מגורים , מסחר ו/או תעסוקה וכן מגורים משולב בתעסוקה לרבות מרתפים ",שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-1884,חוזה מתכנן חשמל ותקשורת.docx,מתכנן חשמל ותקשורת,2019-01-24 00:00:00,,185600,נס ציונה מחיר למשתכן,טיוטה,2019-01-24 00:00:00,2022-10-04 23:00:00,מחיר קבוע/פאושלי,100,,,,kooksec,,2,,,,45,,,,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","
טיקטין תכנון חשמל  (2003) בע""מ
רח' ברגמן 2 קריית המדע רחובות
513475392
",,נס ציונה,,,,,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח","טיקטין תכנון חשמל  (2003) בע""מ",,"תכנון חשמל עבור 216 יח""ד כולל חניון ומרתף תת""ק",שוטף + 30,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-1938,חוזה מתכנן חשמל ותקשורת.docx,ן חשמל ותקשורת,2020-10-14 00:00:00,,,נשר,אושר,2019-12-12 00:00:00,2036-11-11 20:00:00,,,,0.7,,avic,,2,ידוע,2019-12-11 00:00:00,,200,224.6748,5.00000000000000,מדד המחירים לצרכן,,,,"אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033

","
          סער מהנדסים בע""מ
            התעשיה 51 נשר
",,נשר,11170 חל' 1 וגוש 11168 חלק מחל' 1 ,355-0359364 מכ/866,"אבי כהן מאפריקה ישראל מגורים בע""מ",סער פנקס ,5,סער פנקס ,"מתחם קרקע המצוי בעיר נשר והידוע כחלקה 1 בגוש 11165, חלקות 2, 4 ו- 5 בגוש 11166, חלקות 1 ו- 2 בגוש 11167 חלקה 1 בגוש 11168, חלקות 3 ו- 4 בגוש 11169 וחלקות 1 ו- 3 בגוש 11170.",,,פרוייקט נשר - ( שם זמני ) ,"ש""ח","  סער מהנדסים בע""מ                      _________________________","אפריקה ישראל מגורים בע""מ  ,  כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת , ","יעוץ ותכנון חשמל תקשורת וכו במגרשים לבנייני מגורים , מסחר ו/או תעסוקה וכן מגורים משולב בתעסוקה לרבות מרתפים ",שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-1943,חוזה מתכנן חשמל ותקשורת.docx,מתכנן חשמל ותקשורת,,,234000,הקמת 150 יח''ד ומסחר ,טיוטה,2020-01-01 00:00:00,,מחיר קבוע/פאושלי,,,0.6,,germank,,1,בגין,2019-12-31 00:00:00,,,223.7832,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
ר.כהן ושות' מהנדסים יועצים לחשמל ואוטומציה (3000) בע""מ
מנחם בגין 42, רמת גן
511304552",,רעננה,6578,רנ/708,גרמן קגנובסקי,שלום גולדברגר,,רפי כהן או דורית לכטנשטרן,151,,,סביוני  רעננה  צפון,"ש""ח","ר.כהן ושות' בע""מ",,הקמה 150 יח''ד ומסחר על גבי חניון משותף,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-1983,חוזה מתכנן חשמל ותקשורת.docx,מתכנן חשמל ותקשורת,,,,מורדות ארנונה,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
ת.ד. 715","סלומון מהנדסים בע""מ
             רח' אודם 6, פתח תקווה
                        4951789",,ירושלים,,,אבי ברטי לוי,אמיר טיקטין,,אמיר טיקטין,,,,"א.מ. ישראל מגורים פיתוח בע""מ",,"טיקטין תכנון חשמל בע""מ","טיקטין תכנון חשמל בע""מ","בניית יח""ד להשכרה, לרבות חניונים תת""ק ופיתוח צמוד",,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2083,חוזה מתכנן חשמל ותקשורת.docx,מתכנן חשמל ותקשורת,2021-08-03 00:00:00,,,,אושר,2021-05-13 00:00:00,2027-03-31 21:00:00,מחיר קבוע/פאושלי,100,,0.2,,avic,,1,בגין,2021-05-12 00:00:00,,70,226.4666,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
סער מהנדסים בע""מ
התעשיה 51 ת""ד 448  נשר  מ. 3660301
",,קרית אתא,גוש   10255  מגרשים 57-65,כ/248 ,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",סער פנקס,6,סער פנקס ,,,,בגבעת הכלניות ( שם זמני ),"ש""ח","סער מהנדסים בע""מ","אפריקה ישראל מגורים בע""מ ",תכנון ויעוץ חשמל ותקשורת ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-2138,חוזה מתכנן חשמל ותקשורת.docx,מתכנן חשמל ותקשורת,2021-01-01 00:00:00,,81900,,טיוטה,2020-12-16 00:00:00,2024-03-14 22:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2020-12-15 00:00:00,,40,223.3374,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
אסף בן אשר הנדסת חשמל
הברזל 31 תל אביב, 69710
",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח",אסף בן אשר הנדסת חשמל,,תכנון חשמל ותקשורת,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2162,חוזה מתכנן חשמל ותקשורת.docx,מתכנן חשמל ותקשורת,,,,רמת שרת שלב ב,טיוטה,,,,50%,,,,,,,,,,,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ 
רח' יוני נתניהו 1 ג' אור יהודה ת.ד 715
513958009      ","ג. איטקין ע.בלום הנדסת חשמל בע""מ
רחוב יד חרוצים 4 ירושלים
513288274",,ירושלים,,,אבי ברטי לוי,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ ",,"ג.איטקין ע.בלום הנדסת חשמל בע""מ","פ.א פיתוח ובנייה בירושלים בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2314,חוזה מתכנן חשמל ותקשורת.docx,מתכנן חשמל ותקשורת,,,,,טיוטה,,,,,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ

515851194
","
נוב מערכות חשמל בע""מ
חלץ 2 חיפה
513929323
",,,,,,,,,,,,,,"נוב מערכות חשמל בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2360,חוזה מתכנן חשמל ותקשורת.docx,מתכנן חשמל ותקשורת,2024-04-21 00:00:00,,280900,הכוזרי הרצליה,טיוטה,2022-02-16 00:00:00,2027-05-02 21:00:00,מחיר קבוע/פאושלי,50%,,0.6,,meryle,,2,ידוע,2022-02-15 00:00:00,,60,229.82,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה התחדשות עירונית בע""מ
רח' יוני נתניהו 1, אור יהודה
514639525

מצלאוי חברה לבנין בע""מ
דרך רפאל איתן 1, קרית אונו
512726712
","
ר. כהן מהנדסים יועצים לחשמל ואוטומציה בע""מ
מנחם בגין 42, רמת גן

",,הרצליה,6538,504-0138628,מרול אטמן,שמעון אמסלם,,דור קדוש,420-423,,,הכוזרי,"ש""ח","ר. כהן מהנדסים יועצים לחשמל ואוטומציה בע""מ",,תכנון חשמל ותקשורת,60 יום,Item,sites/Contracts/ProjectContractLibrary/הכוזרי - הרצליה,הכוזרי - הרצליה
