OldContractNumber,OldFileName,ContractTemplate,signDate,כתובת ספק,CostContractScope,SiteName,status,StartDate,ExpectedEndDate,CostCompMethod,PartyAContactNamePercent,אישור חוזה,contractVersion,ח.פ חברה,docCreator,כתובת חברה,מדד בגין/ידוע,CostIndexMode,CostBaseIndexDate,מספר ספק,DurationMonths,CostIndexPoints,סוג מדד,CostIndexType,סוג ספק,פירוט עלויות,פרק,recipient,otherSides,קישור לנספח,Municipality,customField1,customField2,customField3,customField4,customField5,customField6,customField7,customField8,שיוך לעיר,project,CostCurrency,supplierName,partyAName,WorkDescription,CostPaymentTerms,ItemType,Path,OldFolderName
CONT-10-2167,סביוני גבעת שמואל - חוזה אחראי לביקורת.docx,אחראי לביקורת פרויקטים,,,49600,גבעת שמואל,טיוטה,2022-01-12 00:00:00,2026-01-23 22:00:00,מחיר קבוע/פאושלי,100%,,0.4,,meryle,,1,בגין,2022-01-11 00:00:00,,48,229.82,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533

אקונה ריט למגורים בע""מ 
רחוב דרך מנחם בגין 146 תל אביב 
516438462
","
טופהאוס ניהול פרויקטים ובינוי
רח' התע""ש 20, כפר סבא

",,גבעת שמואל,6191,427-0218768,מרול אטמן,יובל גרינוולד,,יובל גרינוולד,"81, 83 , מגרשים 1001, 1005",,,"סביוני גבעת שמואל - מגרשים 1001, 1005","ש""ח",טופהאוס ניהול פרויקטים ובינוי,,אחראי לבקורת,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-1889,סביוני גבעת שמואל - חוזה הידרולוג.docx,הידרולוגי,,,18800,גבעת שמואל,טיוטה,2020-02-02 00:00:00,2023-01-16 22:00:00,מחיר קבוע/פאושלי,100,,0.1,,meryle,,,,,,36,,7.00000000000000,מדד נומינלי,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
צוק הידרולוגיה וסביבה בע""מ

",,גבעת שמואל,,ממ/2/3074 ו-427-0218768,מרול אטמן,שמעון צוק,..........,שמעון צוק,,,,סביוני גבעת שמואל,"ש""ח","צוק הידרולוגיה וסביבה בע""מ","גבעת שמואל החדשה בע""מ",תכנון ויעוץ הידרולוגי לניהול מי נגר,שוטף + 30,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-1944,סביוני גבעת שמואל - חוזה יועץ בידוד תרמי.docx,יועץ בידוד תרמי,2020-11-05 00:00:00,,33000,גבעת שמואל,טיוטה,2020-08-07 00:00:00,2024-08-10 21:00:00,מחיר קבוע/פאושלי,100,,0.4,,meryle,,1,בגין,2020-08-06 00:00:00,,48,223.3374,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
WAWA
גנסין 16, גבעתיים
514640622
",,גבעת שמואל,6191,427-0218768,מרול אטמן,סאם אלפסי,3,אדריכל יובל שם אור,"מגרשים 1001, 1004, 1005",,,סביוני גבעת שמואל,"ש""ח",WAWA,,ייעוץ תרמי,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2172,סביוני גבעת שמואל - חוזה יועץ נגישות - משה מנו.docx,יועץ נגישות,,,22000,גבעת שמואל,טיוטה,2022-01-25 00:00:00,2026-01-02 22:00:00,מחיר קבוע/פאושלי,,,0.7,,meryle,,1,בגין,2022-01-24 00:00:00,,48,,7.00000000000000,מדד נומינלי,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533

אקונה ריט למגורים בע""מ 
רחוב דרך מנחם בגין 146 תל אביב 
516438462
","
נגישים
ההגנה 13, ראשון לציון 7570663

",,גבעת שמואל,6191,427-0218768,מרול אטמן,משה מנו,"הפרויקט יטופל ישירות ע""י משה מנו",משה מנו,81-83,,,סביוני גבעת שמואל,"ש""ח",נגישים,,ייעוץ ואישור בנושא נגישות,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-1929,סביוני גבעת שמואל - חוזה יועץ נגישות.docx,יועץ נגישות,,,17100,גבעת שמואל,טיוטה,2020-07-08 00:00:00,2025-06-04 21:00:00,מחיר קבוע/פאושלי,100%,,0.2,,meryle,,1,בגין,2020-07-07 00:00:00,,60,,7.00000000000000,מדד נומינלי,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
אורנה פדר אדריכלית ומורשת נגישות
טהון 7, רמת השרון

",,גבעת שמואל,6191,427-0218768,מרול אטמן,אורנה פדר,,אורנה פדר,"מגרשים 1001, 1004, 1005",,,סביוני גבעת שמואל,"ש""ח",אורנה פדר אדריכלית ומורשת נגישות,,ייעוץ נגישות,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-1962,סביוני גבעת שמואל - חוזה יועץ פינוי אשפה.docx,יועץ פינוי אשפה,,,54000,גבעת שמואל,טיוטה,2020-08-20 00:00:00,2025-07-23 21:00:00,מחיר קבוע/פאושלי,100%,,,,meryle,,1,בגין,2020-08-19 00:00:00,,60,1,7.00000000000000,מדד נומינלי,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
סיסטמה הנדסת הסביבה בע""מ
ברנשטיין 31/1, ראשון לציון
ח.פ. 514775741
",,גבעת שמואל,6191,427-0218768,מרול אטמן,ירוחם איש-גור,,ירוחם איש-גור,"מגרשים 1001, 1004, 1005",,,סביוני גבעת שמואל,"ש""ח","סיסטמה הנדסת הסביבה בע""מ","גבעת שמואל החדשה בע""מ",ייעץ בתחום התברואה (פינוי פסולת ומיחזור),60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2192,סביוני גבעת שמואל - מגרש 1004 - תאום מערכות.docx,יועץ סופרפוזיציה,2022-07-19 00:00:00,,65600,גבעת שמואל,טיוטה,2022-05-31 00:00:00,2025-09-07 21:00:00,מחיר קבוע/פאושלי,100%,,0.5,,meryle,,1,בגין,2022-05-30 00:00:00,,48,236.7504,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
גיא כ""ץ
האסיף 17, חיפה

",,גבעת שמואל,6191,427-0218768,מרול אטמן,"גיא כ""ץ","הפרויקט יטופל ישירות ע""י גיא כ""ץ","גיא כ""ץ","82, מגרש 1004",,,סביוני גבעת שמואל - מגרש 1004,"ש""ח","גיא כ""ץ",,תאום מערכות,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2245,סביוני גבעת שמואל - מגרשים 1006-1007 - חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,2023-01-23 00:00:00,,220000,גבעת שמואל,טיוטה,2022-11-23 00:00:00,2026-11-01 22:00:00,מחיר קבוע/פאושלי,100%,,0.9,,meryle,,1,בגין,2022-11-22 00:00:00,,48,241.4451,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
עופר מרגלית אדריכל נוף
ת.ז. 057267312
",,גבעת שמואל,6191,427-0218768,מרול אטמן,עופר מרגלית,2,עופר מרגלית,"חלקות 84-85, מגרשים 1006-1007",,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח",עופר מרגלית אדריכל נוף,,תכנון אדרילות נוף,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2271,סביוני גבעת שמואל - מגרשים 1006-1007 - חוזה הידרולוג.docx,הידרולוג,2023-09-20 00:00:00,,13343,,טיוטה,2022-07-08 00:00:00,2026-06-15 21:00:00,מחיר קבוע/פאושלי,100%,,0.14,,meryle,,1,בגין,2022-07-07 00:00:00,,48,239.4331,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
מרפיר פרויקטים
המיסדים 7, כפר ידידיה 4294000

",,גבעת שמואל,6191,427-0218768,מרול אטמן,יוחאי ברנאי בצלאל,,יוחאי ברנאי בצלאל,84-85,,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח",מרפיר פרויקטים,,ייעוץ הידרולוגי לניהול מי נגר,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2258,סביוני גבעת שמואל - מגרשים 1006-1007 - חוזה יועץ ביסוס קרקע.docx,יועץ ביסוס קרקע,,,41500,גבעת שמואל,טיוטה,2022-08-08 00:00:00,2026-07-16 21:00:00,מחיר קבוע/פאושלי,100%,,,,meryle,,1,בגין,2022-08-07 00:00:00,,48,238.7624,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
עמוס בלנק - עדי לרר - סשה בר
הארד 7, תל אביב

",,גבעת שמואל,6191,427-0218768,מרול אטמן,עדי לרר,,עדי לרר,"84, 85",,,סביוני גבעת שמואל מגרשים 1006-1007,,עמוס בלנק - עדי לרר - סשה בר,,ייעוץ קרקע וביסוס,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2257,סביוני גבעת שמואל - מגרשים 1006-1007 - חוזה יועץ ניהול ואחזקת מבנים.docx,,2024-08-26 00:00:00,,80000,גבעת שמואל,טיוטה,2022-11-02 00:00:00,2026-11-01 22:00:00,מחיר קבוע/פאושלי,100%,,0.15,,meryle,,1,בגין,2022-11-01 00:00:00,,48,240.7745,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
עידן (ש.נ.י) ניהול ואחזקת מבנים בע""מ
רח' הרברט סמואל 46, תל אביב

",,גבעת שמואל,6191,427-0218768,מרול אטמן,אמיר רוזנבלום,,אמיר רוזנבלום,"חלקות 84-85, מגרשים 1006-1007",,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח","עידן (ש.נ.י) ניהול ואחזקת מבנים בע""מ",,ייעוץ וליווי ניהול ואחזקת מבנים,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2259,סביוני גבעת שמואל - מגרשים 1006-1007 - חוזה מנהל מודל ומתאם מערכות.docx,מנהל מודל,2023-07-19 00:00:00,,170500,גבעת שמואל,טיוטה,2022-07-08 00:00:00,2026-06-15 21:00:00,מחיר קבוע/פאושלי,100%,,0.15,,meryle,,1,בגין,2022-07-07 00:00:00,,48,239.4331,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
גיא כ""ץ
רח' המגינים 53, חיפה

",,גבעת שמואל,6191,427-0218768,מרול אטמן,"גיא כ""ץ",,"גיא כ""ץ","84, 85",,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח","גיא כ""ץ",,תיאום מערכות וניהול מודל בים,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2376,סביוני גבעת שמואל - מגרשים 1006-1007 - חוזה מעצב פנים.docx,מעצב פנים,,,150000,גבעת שמואל,טיוטה,2024-03-16 00:00:00,2029-06-07 21:00:00,מחיר קבוע/פאושלי,100%,,,,meryle,,2,,2024-03-15 00:00:00,,60,,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
רות ארד


",,גבעת שמואל,6191,427-0218768,מרול אטמן,רות ארד,,רות ארד,84-85,,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח",רות ארד,"גבעת שמואל החדשה בע""מ",עיצוב פנים בשטחים המשותפים,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2246,סביוני גבעת שמואל - מגרשים 1006-1007 - חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,2023-05-23 00:00:00,,482640,גבעת שמואל,טיוטה,2022-06-29 00:00:00,2026-07-25 21:00:00,למדידה,100%,,0.10,,meryle,,1,בגין,2022-06-28 00:00:00,,48,239.4331,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
א.ח. תכנון וייעוץ בהנדסת מים וביוב בע""מ
רח' שחם 3, פתח תקווה

",,גבעת שמואל,6191,427-0218768,מרול אטמן,ואלי אנטוני,,ואלי אנטוני,"חלקות 84-85, מגרשים 1006-1007",,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח","א.ח. תכנון וייעוץ בהנדסת מים וביוב בע""מ",,תכנון מערכות תברואה וספרינקלרים,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2122,סביוני גבעת שמואל - תאום מערכות.docx,יועץ סופרפוזיציה,2022-02-27 00:00:00,,125000,גבעת שמואל,טיוטה,2021-09-16 00:00:00,2025-09-07 21:00:00,מחיר קבוע/פאושלי,"מגרש 1001 - 100% בבעלות אקונה ריט למגורים בע""מ. מגרש 1005 - 100% בבעלות גבעת שמואל החדשה בע""מ",,0.13,,meryle,,1,בגין,2021-09-15 00:00:00,,48,228.7022,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533

אקונה ריט למגורים בע""מ 
רחוב דרך מנחם בגין 146 תל אביב 
516438462
","
גיא כ""ץ
האסיף 17, חיפה

",,גבעת שמואל,6191,427-0218768,מרול אטמן,"גיא כ""ץ","הפרויקט יטופל ישירות ע""י גיא כ""ץ","גיא כ""ץ","81, 83 , מגרשים 1001, 1005",,,"סביוני גבעת שמואל - מגרשים 1001, 1005","ש""ח","גיא כ""ץ",,תאום מערכות,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2206,סביוני גבעת שמואל 1006-1007 - חוזה יועץ תנועה.docx,מתכנן תנועה,2022-09-05 00:00:00,,108000,,טיוטה,2022-08-08 00:00:00,2026-07-24 21:00:00,מחיר קבוע/פאושלי,100%,,0.8,,meryle,,1,בגין,2022-08-07 00:00:00,,48,,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
אנדריא - הנדסת תנועה ותחבורה
הגליל 34, נצרת

",,גבעת שמואל,6191,427-0218768,מרול אטמן,אלבר אנדריא,,אלבר אנדריא,"84, 85",,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח",אנדריא - הנדסת תנועה ותחבורה,,תכנון תנועה וחניה,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2207,סביוני גבעת שמואל 1006-1007 - חוזה מתכנן מיגון.docx,חוזה מיגון ומיקלוט,,,20000,גבעת שמואל,טיוטה,2022-07-30 00:00:00,2026-07-24 21:00:00,מחיר קבוע/פאושלי,100%,,,,meryle,,1,בגין,2022-07-29 00:00:00,,48,,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
קרפל יעוץ והנדסת מיגון בע""מ
שד' נים 2, ראשון לציון

",,גבעת שמואל,6191,427-0218768,מרול אטמן,ערן קרפל,,ערן קרפל,"84,85",,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח","קרפל יעוץ והנדסת מיגון בע""מ",,תכנון מיגון,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-1921,סביוני גבעת שמואל חוזה מתכנן אינסטלציה.docx,מתכנן אינסטלציה,2020-10-26 00:00:00,,401800,גבעת שמואל,טיוטה,2019-07-02 00:00:00,2025-05-05 21:00:00,מחיר קבוע/פאושלי,100%,,0.8,,meryle,,1,בגין,2019-07-01 00:00:00,,60,309.6963,9.00000000000000,מדד תשומות הבניה,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
סלע נהרי מהנדסים יועצים בע""מ
האשלג 22, חיפה

",,גבעת שמואל,"גוש 6191, מגרשים 1001, 1004, 1005",427-0218768,מרול אטמן,שי נהרי,,שי נהרי,חלקות 69-76,,,סביוני גבעת שמואל,"ש""ח","סלע נהרי מהנדסים יועצים בע""מ","גבעת שמואל החדשה בע""מ","תכנון אינסטלציה מלא לבניינים, חניונים ופיתוח המגרשים",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-1925,ססביוני גבעת שמואל - חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,2020-08-23 00:00:00,,268000,גבעת שמואל,טיוטה,2019-11-11 00:00:00,2025-05-05 21:00:00,מחיר קבוע/פאושלי,100%,,0.4,,meryle,,1,בגין,2019-11-10 00:00:00,,60,224.6748,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
מאיר לוסקי מהנדסים בע""מ
העצמאות 87 משרד 28 אשדוד 77452
",,גבעת שמואל,"6191, מגרשים 1001, 1004, 1005",427-0218768,מרול אטמן,מאיר לוסקי,,מאיר לוסקי,,,,סביוני גבעת שמואל,"ש""ח","מאיר לוסקי מהנדסים בע""מ","גבעת שמואל החדשה בע""מ","תכנון מ""א ואוורור מלא לבניינים ולחניונים",45 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
